instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weather_name,year_name,weekday_name,temp_c,atemp_c,hum_pct,windspeed_kmh,temp_group
277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,Winter,Clear/Partly Cloudy,2011,Tue,19.85,23.64,71.0,13.79,Mild (12-22°C)
278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,Winter,Clear/Partly Cloudy,2011,Wed,22.07,26.36,64.79,11.88,Warm (>22°C)
279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,Winter,Clear/Partly Cloudy,2011,Thu,20.26,24.02,62.08,9.04,Mild (12-22°C)
280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,Winter,Clear/Partly Cloudy,2011,Fri,20.94,25.22,68.42,1.5,Mild (12-22°C)
281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,Winter,Clear/Partly Cloudy,2011,Sat,21.39,25.66,70.12,3.04,Mild (12-22°C)
282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,Winter,Clear/Partly Cloudy,2011,Sun,22.17,26.2,72.75,4.25,Warm (>22°C)
283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,Winter,Clear/Partly Cloudy,2011,Mon,23.4,27.15,73.38,2.83,Warm (>22°C)
284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,Winter,Mist/Cloudy,2011,Tue,23.23,27.3,80.88,9.58,Warm (>22°C)
285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,Winter,Light Snow/Rain,2011,Wed,22.28,25.89,90.62,16.63,Warm (>22°C)
286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,Winter,Mist/Cloudy,2011,Thu,24.16,27.59,89.67,9.5,Warm (>22°C)
287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,Winter,Mist/Cloudy,2011,Fri,22.58,26.48,71.62,15.0,Warm (>22°C)
288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,Winter,Clear/Partly Cloudy,2011,Sat,20.77,24.94,48.33,17.29,Mild (12-22°C)
289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,Winter,Clear/Partly Cloudy,2011,Sun,20.98,25.16,48.67,18.88,Mild (12-22°C)
290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,Winter,Clear/Partly Cloudy,2011,Mon,21.9,25.54,57.96,11.75,Mild (12-22°C)
291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,Winter,Mist/Cloudy,2011,Tue,21.83,26.14,70.17,7.38,Mild (12-22°C)
292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,Winter,Light Snow/Rain,2011,Wed,22.21,25.69,89.52,16.3,Warm (>22°C)
293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,Winter,Clear/Partly Cloudy,2011,Thu,19.51,23.33,63.62,28.29,Mild (12-22°C)
294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,Winter,Clear/Partly Cloudy,2011,Fri,17.53,21.18,57.42,14.83,Mild (12-22°C)
295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,Winter,Clear/Partly Cloudy,2011,Sat,17.32,21.27,62.92,6.21,Mild (12-22°C)
296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,Winter,Clear/Partly Cloudy,2011,Sun,17.29,21.12,74.12,6.67,Mild (12-22°C)
297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,Winter,Clear/Partly Cloudy,2011,Mon,19.0,22.85,77.21,7.96,Mild (12-22°C)
298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,Winter,Clear/Partly Cloudy,2011,Tue,19.34,23.17,62.29,11.17,Mild (12-22°C)
299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,Winter,Mist/Cloudy,2011,Wed,19.85,23.64,72.04,9.96,Mild (12-22°C)
300,2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,Winter,Mist/Cloudy,2011,Thu,19.27,22.85,81.29,13.25,Mild (12-22°C)
301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Winter,Mist/Cloudy,2011,Fri,13.56,15.94,58.58,15.38,Mild (12-22°C)
302,2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,Winter,Light Snow/Rain,2011,Sat,10.42,11.4,88.25,23.54,Cold (<12°C)
303,2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Winter,Clear/Partly Cloudy,2011,Sun,13.09,16.07,62.38,11.83,Mild (12-22°C)
304,2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,Winter,Clear/Partly Cloudy,2011,Mon,13.94,17.8,70.33,7.13,Mild (12-22°C)
305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Winter,Clear/Partly Cloudy,2011,Tue,16.43,19.85,68.38,9.08,Mild (12-22°C)
306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Winter,Clear/Partly Cloudy,2011,Wed,15.48,19.51,71.88,5.5,Mild (12-22°C)
307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Winter,Clear/Partly Cloudy,2011,Thu,16.74,20.3,70.21,9.17,Mild (12-22°C)
308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Winter,Mist/Cloudy,2011,Fri,16.54,20.17,62.25,18.21,Mild (12-22°C)
309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Winter,Clear/Partly Cloudy,2011,Sat,13.39,16.19,51.92,12.67,Mild (12-22°C)
310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Winter,Clear/Partly Cloudy,2011,Sun,14.28,18.12,73.46,6.17,Mild (12-22°C)
311,2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,Winter,Clear/Partly Cloudy,2011,Mon,16.2,20.04,75.88,3.83,Mild (12-22°C)
312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Winter,Clear/Partly Cloudy,2011,Tue,16.74,20.61,72.17,4.63,Mild (12-22°C)
313,2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,Winter,Clear/Partly Cloudy,2011,Wed,16.4,20.45,75.83,4.17,Mild (12-22°C)
314,2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,Winter,Mist/Cloudy,2011,Thu,15.58,18.69,81.33,12.67,Mild (12-22°C)
315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,Winter,Clear/Partly Cloudy,2011,Fri,13.29,15.34,44.62,21.08,Mild (12-22°C)
316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,Winter,Clear/Partly Cloudy,2011,Sat,14.62,17.9,55.29,14.21,Mild (12-22°C)
317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,Winter,Clear/Partly Cloudy,2011,Sun,18.07,21.53,45.83,18.88,Mild (12-22°C)
318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,Winter,Clear/Partly Cloudy,2011,Mon,21.73,26.23,58.71,20.54,Mild (12-22°C)
319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,Winter,Mist/Cloudy,2011,Tue,21.73,25.38,68.88,13.38,Mild (12-22°C)
320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,Winter,Light Snow/Rain,2011,Wed,18.72,22.6,93.0,9.17,Mild (12-22°C)
321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,Winter,Mist/Cloudy,2011,Thu,14.01,16.16,57.58,20.46,Mild (12-22°C)
322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,Winter,Clear/Partly Cloudy,2011,Fri,11.24,13.64,41.0,11.29,Cold (<12°C)
323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,Winter,Clear/Partly Cloudy,2011,Sat,13.5,16.22,50.21,15.04,Mild (12-22°C)
324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,Winter,Mist/Cloudy,2011,Sun,19.0,22.85,68.46,12.46,Mild (12-22°C)
325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,Winter,Light Snow/Rain,2011,Mon,18.35,22.25,91.0,9.25,Mild (12-22°C)
326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,Winter,Light Snow/Rain,2011,Tue,17.08,21.08,96.25,7.96,Mild (12-22°C)
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,Winter,Mist/Cloudy,2011,Wed,18.07,21.53,75.79,22.5,Mild (12-22°C)
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,Winter,Clear/Partly Cloudy,2011,Thu,15.31,18.62,54.92,11.21,Mild (12-22°C)
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,Winter,Clear/Partly Cloudy,2011,Fri,15.38,19.03,64.38,6.63,Mild (12-22°C)
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,Winter,Clear/Partly Cloudy,2011,Sat,15.41,19.25,68.17,4.58,Mild (12-22°C)
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,Winter,Clear/Partly Cloudy,2011,Sun,18.83,22.79,69.83,14.0,Mild (12-22°C)
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,Winter,Clear/Partly Cloudy,2011,Mon,20.64,24.51,74.3,9.52,Mild (12-22°C)
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,Winter,Mist/Cloudy,2011,Tue,18.79,22.57,83.08,17.29,Mild (12-22°C)
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,Winter,Clear/Partly Cloudy,2011,Wed,13.32,15.56,61.33,18.17,Mild (12-22°C)
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,Winter,Clear/Partly Cloudy,2011,Thu,12.81,15.28,52.46,14.75,Mild (12-22°C)
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,Winter,Clear/Partly Cloudy,2011,Fri,12.88,16.57,62.58,6.75,Mild (12-22°C)
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,Winter,Clear/Partly Cloudy,2011,Sat,12.27,15.53,61.29,6.42,Mild (12-22°C)
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,Winter,Clear/Partly Cloudy,2011,Sun,13.56,17.46,77.58,5.63,Mild (12-22°C)
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,Winter,Mist/Cloudy,2011,Mon,15.82,19.7,82.71,4.17,Mild (12-22°C)
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,Winter,Light Snow/Rain,2011,Tue,18.96,22.82,94.96,15.58,Mild (12-22°C)
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,Winter,Light Snow/Rain,2011,Wed,16.81,20.01,97.04,17.83,Mild (12-22°C)
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,Winter,Clear/Partly Cloudy,2011,Thu,10.9,12.85,58.0,16.08,Cold (<12°C)
343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,Winter,Clear/Partly Cloudy,2011,Fri,11.92,15.88,69.58,5.54,Cold (<12°C)
344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Winter,Clear/Partly Cloudy,2011,Sat,11.28,13.32,50.75,15.63,Cold (<12°C)
345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Winter,Clear/Partly Cloudy,2011,Sun,9.05,12.66,49.0,4.46,Cold (<12°C)
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Winter,Clear/Partly Cloudy,2011,Mon,9.77,13.51,67.08,4.25,Cold (<12°C)
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Winter,Clear/Partly Cloudy,2011,Tue,11.58,15.06,59.0,9.42,Cold (<12°C)
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Winter,Mist/Cloudy,2011,Wed,13.02,16.92,66.38,4.08,Mild (12-22°C)
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Winter,Mist/Cloudy,2011,Thu,17.32,20.61,63.42,17.96,Mild (12-22°C)
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,Winter,Mist/Cloudy,2011,Fri,15.38,17.99,50.04,17.46,Mild (12-22°C)
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,Winter,Mist/Cloudy,2011,Sat,10.59,12.47,56.08,16.29,Cold (<12°C)
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,Winter,Clear/Partly Cloudy,2011,Sun,9.77,12.28,58.63,11.38,Cold (<12°C)
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,Winter,Clear/Partly Cloudy,2011,Mon,11.34,14.05,63.75,11.58,Cold (<12°C)
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,Winter,Mist/Cloudy,2011,Tue,15.82,19.82,59.54,4.13,Mild (12-22°C)
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,Spring,Mist/Cloudy,2011,Wed,17.56,21.4,85.83,14.83,Mild (12-22°C)
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,Spring,Mist/Cloudy,2011,Thu,17.36,21.31,75.75,3.17,Mild (12-22°C)
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,Spring,Clear/Partly Cloudy,2011,Fri,15.31,18.88,68.62,18.37,Mild (12-22°C)
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,Spring,Clear/Partly Cloudy,2011,Sat,12.4,14.96,54.25,12.75,Mild (12-22°C)
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,Spring,Clear/Partly Cloudy,2011,Sun,11.27,14.0,68.13,10.39,Cold (<12°C)
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,Spring,Clear/Partly Cloudy,2011,Mon,13.19,15.78,50.7,16.04,Mild (12-22°C)
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,Spring,Mist/Cloudy,2011,Tue,13.32,16.38,76.25,12.63,Mild (12-22°C)
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,Spring,Clear/Partly Cloudy,2011,Wed,12.26,14.0,50.39,19.7,Mild (12-22°C)
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,Spring,Clear/Partly Cloudy,2011,Thu,10.18,13.19,57.42,8.0,Cold (<12°C)
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,Spring,Clear/Partly Cloudy,2011,Fri,12.78,15.94,63.67,9.0,Mild (12-22°C)
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,Spring,Clear/Partly Cloudy,2011,Sat,16.81,20.71,61.58,14.75,Mild (12-22°C)
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,Spring,Clear/Partly Cloudy,2012,Sun,15.17,18.78,69.25,12.88,Mild (12-22°C)
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,Spring,Clear/Partly Cloudy,2012,Mon,11.19,12.62,38.13,22.09,Cold (<12°C)
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,Spring,Clear/Partly Cloudy,2012,Tue,6.15,6.31,44.12,24.5,Cold (<12°C)
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,Spring,Mist/Cloudy,2012,Wed,4.41,5.97,41.46,12.37,Cold (<12°C)
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,Spring,Clear/Partly Cloudy,2012,Thu,10.9,13.92,52.42,8.71,Cold (<12°C)
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,Spring,Clear/Partly Cloudy,2012,Fri,13.7,17.01,54.21,11.25,Mild (12-22°C)
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,Spring,Clear/Partly Cloudy,2012,Sat,16.13,19.54,53.17,11.71,Mild (12-22°C)
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,Spring,Clear/Partly Cloudy,2012,Sun,13.84,17.01,46.5,12.83,Mild (12-22°C)
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,Spring,Mist/Cloudy,2012,Mon,9.19,12.37,70.17,6.63,Cold (<12°C)
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,Spring,Clear/Partly Cloudy,2012,Tue,12.66,15.94,64.65,12.57,Mild (12-22°C)
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,Spring,Mist/Cloudy,2012,Wed,11.24,14.14,84.75,8.79,Cold (<12°C)
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,Spring,Mist/Cloudy,2012,Thu,15.68,19.1,80.29,12.12,Mild (12-22°C)
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,Spring,Clear/Partly Cloudy,2012,Fri,11.24,12.47,50.75,25.33,Cold (<12°C)
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,Spring,Clear/Partly Cloudy,2012,Sat,7.38,9.15,45.75,12.54,Cold (<12°C)
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,Spring,Clear/Partly Cloudy,2012,Sun,6.83,8.08,41.92,16.83,Cold (<12°C)
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,Spring,Clear/Partly Cloudy,2012,Mon,7.79,9.53,52.25,15.5,Cold (<12°C)
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,Spring,Mist/Cloudy,2012,Tue,15.29,18.21,71.61,23.39,Mild (12-22°C)
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,Spring,Clear/Partly Cloudy,2012,Wed,12.44,13.76,44.33,27.83,Mild (12-22°C)
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,Spring,Clear/Partly Cloudy,2012,Thu,7.79,9.5,49.75,14.75,Cold (<12°C)
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,Spring,Mist/Cloudy,2012,Fri,8.92,11.05,45.0,13.58,Cold (<12°C)
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,Spring,Mist/Cloudy,2012,Sat,7.11,8.74,83.12,14.92,Cold (<12°C)
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,Spring,Mist/Cloudy,2012,Sun,6.66,8.11,79.62,13.38,Cold (<12°C)
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,Spring,Mist/Cloudy,2012,Mon,8.95,12.15,91.12,7.42,Cold (<12°C)
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,Spring,Clear/Partly Cloudy,2012,Tue,14.04,17.46,83.58,8.29,Mild (12-22°C)
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,Spring,Clear/Partly Cloudy,2012,Wed,12.06,14.74,64.38,10.79,Mild (12-22°C)
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Spring,Mist/Cloudy,2012,Thu,14.01,17.8,76.96,4.92,Mild (12-22°C)
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Spring,Mist/Cloudy,2012,Fri,17.42,20.77,74.12,22.96,Mild (12-22°C)
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Spring,Clear/Partly Cloudy,2012,Sat,12.95,16.32,54.33,14.13,Mild (12-22°C)
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Spring,Clear/Partly Cloudy,2012,Sun,11.58,13.64,31.13,16.08,Cold (<12°C)
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Spring,Clear/Partly Cloudy,2012,Mon,11.04,13.13,40.08,14.46,Cold (<12°C)
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Spring,Clear/Partly Cloudy,2012,Tue,15.99,19.07,41.67,17.54,Mild (12-22°C)
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,Spring,Clear/Partly Cloudy,2012,Wed,19.24,23.33,50.79,12.67,Mild (12-22°C)
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,Spring,Mist/Cloudy,2012,Thu,16.37,19.95,67.29,12.54,Mild (12-22°C)
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,Spring,Clear/Partly Cloudy,2012,Fri,12.85,15.47,52.67,11.96,Mild (12-22°C)
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,Spring,Mist/Cloudy,2012,Sat,10.83,13.64,77.96,8.17,Cold (<12°C)
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,Spring,Mist/Cloudy,2012,Sun,10.9,13.23,68.79,11.79,Cold (<12°C)
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,Spring,Clear/Partly Cloudy,2012,Mon,11.59,14.82,62.22,10.3,Cold (<12°C)
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,Spring,Clear/Partly Cloudy,2012,Tue,14.52,18.06,49.62,9.87,Mild (12-22°C)
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,Spring,Mist/Cloudy,2012,Wed,10.52,13.32,72.29,8.96,Cold (<12°C)
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,Spring,Clear/Partly Cloudy,2012,Thu,10.86,13.1,56.21,13.0,Cold (<12°C)
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,Spring,Mist/Cloudy,2012,Fri,11.51,14.68,54.0,7.83,Cold (<12°C)
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,Spring,Light Snow/Rain,2012,Sat,9.19,10.54,73.12,19.42,Cold (<12°C)
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,Spring,Clear/Partly Cloudy,2012,Sun,5.23,5.08,46.46,27.42,Cold (<12°C)
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,Spring,Clear/Partly Cloudy,2012,Mon,9.12,11.4,41.12,11.21,Cold (<12°C)
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,Spring,Mist/Cloudy,2012,Tue,13.09,16.7,50.88,9.46,Mild (12-22°C)
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,Spring,Clear/Partly Cloudy,2012,Wed,14.28,17.58,53.12,12.17,Mild (12-22°C)
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,Spring,Mist/Cloudy,2012,Thu,12.98,16.51,75.29,6.13,Mild (12-22°C)
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,Spring,Clear/Partly Cloudy,2012,Fri,14.08,17.58,63.46,13.79,Mild (12-22°C)
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,Spring,Clear/Partly Cloudy,2012,Sat,14.21,17.77,53.46,12.79,Mild (12-22°C)
